,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
1128,1129,8846.json,true,"Every four minutes, another American home or business goes solar.",energy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,State of the Union speech,"During the State of the Union, Obama said, ""Every four minutes, another American home or business goes solar. ""Obama obtained that figure from an August report from Greentech Media. Solar has been expanding, but it remains a small slice of the overall market."
1147,1148,6657.json,true,"After a decade of decline, this country created over half a million manufacturing jobs in the last two and a half years.","economy,jobs",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"his acceptance speech at the Democratic National Convention in Charlotte, N.C.","Thats ""over half a million manufacturing jobs,"" as Obama put it. Its worth noting that while the reversal has been striking, this rise has still replaced only a fraction of the manufacturing jobs lost during the ""decade of decline. ""The manufacturing jobs gained during the turnaround replaced less than 10 percent of the jobs lost during the decade of decline. Our rating    The rise in manufacturing jobs that Obama is referring to may be modest compared to the prior decades decline, but he has described the numbers carefully."
1213,1214,537.json,true,"More than half of all black children live in single-parent households, a number that has doubled doubled since we were children.",families,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech at a Chicago church,"But solid research has shown that growing up in a single-family household, even if other factors are controlled, has a negative effect. ""I think there are very few social scientists these days who wouldn't agree that children in single-parent households are at risk of a variety of bad outcomes and that family structure has some causal impact on that risk,"" she wrote. Obama's premise that the absence of fathers is leading to social problems is backed up by research, but we're not ruling on that part of his statement."
1259,1260,7983.json,true,Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,"state-budget,state-finances",barbara-buono,State Senator,New Jersey,democrat,3.0,1.0,4.0,4.0,1.0,a state Senate budget hearing,Buono said during a speech on the Senate floor about the fiscal year 2014 budget that its spending level is higher than spending under the fiscal year 2009 budget. Buono chaired the Senate Budget and Appropriations Committee when the 2009 plan was drafted and ultimately approved by Corzine.
1298,16,620.json,true,McCain opposed a requirement that the government buy American-made motorcycles. And he said all buy-American provisions were quote 'disgraceful.' ,federal-budget,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a radio ad,"I firmly object to all 'buy America' restrictions, as they represent gross examples of protectionist trade policy. ""He added, ""Furthermore, as a fiscal conservative, I want to ensure our government gets the best deal for taxpayers and with a 'buy American' restriction that cannot be guaranteed. ""The McCain campaign did not respond to Obama's charge. But his past words say it all."
1312,30,13237.json,true,Says Paul Ryan is still endorsing Trump.,"candidates-biography,elections,campaign-advertising",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a tweet,"The New York Times and ABC News said Ryan responded to criticism for not supporting Trump more by emphasizing that he wasn't withdrawing his endorsement. Our rating Clinton says Ryan ""is still endorsing Trump."
1318,36,9018.json,true,Austin is a city that has basically doubled in size every 25 years or so since it was founded.,"city-government,population",lee-leffingwell,Austin mayor,Texas,democrat,1.0,0.0,4.0,1.0,0.0,"his ""State of the City"" address","Leffingwell said Austin is a ""city that has basically doubled in size every 25 years or so since it was founded."
1335,53,12758.json,true,"We created 800,000 new jobs, we cut the unemployment rate almost in half and today New York State has more private sector jobs than it has ever had in its history",jobs,andrew-cuomo,Governor,New York,democrat,1.0,0.0,0.0,1.0,0.0,"a conversation with reporters in Victor, NY.","During a press briefing in Ontario County, Gov. Cuomo told a group of reporters that 800,000 jobs had been created, the unemployment rate fell by almost half, and the state had more private sector jobs than ever before."
1352,70,3786.json,true,"If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.",jobs,terry-mcauliffe,Governor,Virginia,democrat,12.0,6.0,2.0,2.0,3.0,a speech.,"Economists say governors have little control over economic conditions. Virginia has consistently had one of the lowest unemployment rates in the nation this century. Those points aside, McDonnell bills himself as a job-creating governor. McAuliffe accurately summarized one set of statistics about employment in Virginia during McDonnells term."
1362,80,10053.json,true,Says Scott Brown co-sponsored legislation to let employers deny women coverage for birth control.,"health-care,legal-issues,women",jeanne-shaheen,Senator,New Hampshire,democrat,3.0,0.0,4.0,2.0,0.0,a news release,"Shaheen said Brown ""co-sponsored legislation to let employers deny women coverage for birth control. ""The amendment, which Brown supported, was written loosely enough to allow a religious-conscience opt-out for birth control -- an issue about which there has been a longstanding policy debate on religious and moral grounds."
1366,84,9989.json,true,Says U.S. Rep. Steve Southerland voted to keep the shutdown going.,federal-budget,gwen-graham,,Florida,democrat,0.0,0.0,1.0,0.0,0.0,a campaign commercial,"Graham said Southerland ""voted to keep the shutdown going. ""The ad refers to an Oct.  16, 2013, no vote Southerlandcast against a bipartisan Senate bill that funded the government and ended the shutdown. By the time it reached the House floor, it was clear to lawmakers that their vote would effectively be deciding whether to end the shutdown or not. If more Republicans had joined Southerland in voting no, the shutdown would have continued. Regardless of Southerlands personal feelings about a shutdown, Graham is focusing her attack on his vote -- and his vote was a clear ""no"" to ending the shutdown."
1387,105,338.json,true,Sen. Obama has always had a 100 percent prochoice rating.,abortion,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,an e-mail message sent to voters before Super Tuesday.,"The Planned Parenthood Action Fund similarly gave Obama a perfect score on its 2006 congressional scorecard. He also earned 100 percent records for his votes in eight years as a state senator, according to Pam Sutherland, president and CEO of the Illinois Planned Parenthood Council. (She is neutral in the presidential race and her group has not endorsed a candidate. )""He has always voted in favor of abortion rights,"" she said."
