,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
1051,1052,7772.json,true,Says he has sued the Obama administration 25 times.,"civil-rights,environment,legal-issues,redistricting",greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,remarks at FreedomWorks Texas Summit in Austin,"Abbott said, ""Ive sued the Obama administration now 25 times. ""Since Obama became president, Texas has filed or been a party to 27 lawsuits against the federal government."
1070,1071,7341.json,true,Says out-of-state abortion clinics have marketed their services to minors in states with parental consent laws.,abortion,rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a news release,"As Cousins clinic in New York told Yellow Page users in Pennsylvania, ""No state consents. ""This is information the clinics wanted patients or potential patients to have, and paid money to help them have it. Whether it was to help persuade them to come in or not, it provided pertinent facts that could help them in their decision-making. It fit the definition of marketing."
1099,1100,8636.json,true,"At present spending levels, only citizens of New York have a greater local debt burden than Texans.","city-government,county-government,debt",debra-medina,Businesswoman,Texas,republican,0.0,1.0,3.0,1.0,0.0,a press release,"Medina said, ""At present spending levels, only citizens of New York have a greater local debt burden than Texans,"" but without mentioning that her comparison was based on the 10 most-populated states. Texas is second among the big states and third among all 50 in recent estimates."
1109,1110,1212.json,true,"In a now-viral video, ""impressionable youngsters at a public school in New Jersey ... have been instructed to sing the praises of 'Barack Hussein Obama.'""",education,michael-steele,chairman of the Republican National Committee,Maryland,republican,0.0,1.0,1.0,0.0,2.0,a blast e-mail from Republican National Committee,"We were checking Steele's comment that ""impressionable youngsters at a public school in New Jersey, most of whom are no more than 6 or 7 years old, have been instructed to sing the praises of 'Barack Hussein Obama. '""Yes, they were second-graders, which makes them 7 or 8 years old, and therefore, ""impressionable. ""And the video shows the teacher directing them to sing. Most importantly, this was at a public school."
1110,1111,208.json,true,"MikeHuckabee.com gets ""more hits than virtually any other presidential candidate.""",elections,mike-huckabee,author,Arkansas,republican,12.0,5.0,9.0,3.0,4.0,interview on Fox News,"Huckabee is not as familiar, so interested voters are going to check out his site. ""It's been a long year,"" said Julie Barko Germany, deputy director of the Institute for Politics, Democracy & the Internet at George Washington University. ""So fresh faces like Ron Paul and Huckabee are starting to get a little more attention. ""While www. mikehuckabee. com might never share the same celebrity as www. myspace. com or www. thefacebook. com, for now Huckabee has the right to brag about his Web popularity."
1112,1113,4834.json,true,"Says Apple CEO Steve Jobs told President Obama that the company moved factories to China because it needed 30,000 engineers.","foreign-policy,government-regulation,immigration,jobs",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,a Republican debate in Washington,"""'If you could educate these engineers,' he said, 'we could move more manufacturing plants here. '""Isaacson wrote that the argument ""made a strong impression on the president. Two or three times over the next month he told his aides, 'We've got to find ways to train those 30,000 manufacturing engineers that Jobs told us about. '""So Bachmann has accurately recounted the conversation."
1146,1147,7080.json,true,Wisconsin still ranks first among the 50 states in manufacturing jobs per capita.,"job-accomplishments,jobs",rebecca-kleefisch,Candidate for lieutenant governor,Wisconsin,republican,1.0,3.0,4.0,0.0,1.0,a radio address,"Walker took office in January 2011. Still, though, Wisconsin is 150,000 manufacturing jobs short of its January 2000 total, according to September 2012 federal figures. Economists debate the wisdom of heavy reliance on that sector, but Kleefisch accurately describes the states ranking."
1158,1159,7462.json,true,Virginia is the only state that has a tradition of attorneys general resigning if they run for governor.,states,ken-cuccinelli,Attorney General,Virginia,republican,1.0,10.0,3.0,2.0,1.0,a radio interview.,"Cuccinelli said Virginia is ""the only state"" that has a tradition of attorneys general resigning if they run for governor. Theres no doubt that the custom exists in Virginia. The last six attorneys general have resigned to run for governor, dating back to 1985. Cuccinelli plans to break that string this year. No one, it seems, keeps data on whether the custom exists in other states. So we researched every gubernatorial election in the U. S.  since 1985 and, along, the way, ran across information from a few earlier elections. All told, we found 31 states outside Virginia where attorneys general ran for governor. None of the candidates resigned."
1189,1190,528.json,true,John McCain stood up to the president and sounded the alarm on global warming ... five years ago.,environment,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a TV ad,"Manik Roy, director of congressional affairs for the Pew Center on Global Climate Change, said McCain had actually been working on the climate change bill in 2001, but it got delayed after the 9/11 attacks. The Lieberman-McCain bill ultimately failed in October 2003 by a 43-55 vote, but Roy said it was a key step in ""educating the Senate"" about how government could respond to global warming. ""It is absolutely correct that McCain stood up on this issue, forced the Senate to focus on this issue when nobody else thought it made sense and did it with strong opposition from the White House,"" Roy said. He called McCain ""a huge leader on this issue in the Senate."
1236,1237,9156.json,true,Says he was the only statewide elected official to speak in favor of a federal guest worker plan at the 2012 Republican Party of Texas convention.,"economy,immigration,workers",jerry-patterson,state land commissioner,Texas,republican,1.0,1.0,1.0,3.0,0.0,a news story,Patterson said he was unique among statewide elected officials in speaking for the guest-worker section that became part of the Republican Party of Texas platform in 2012.
1241,1242,7840.json,true,The Obama administration has put out more of these major rules than the Clinton administration or the Bush administration during comparable times.,market-regulation,rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0, Conference call with reporters,"Rabinowitz also noted that many regulations grow directly out of laws passed by Congress or ordered by courts, so presidents are not merely riding roughshod over the will of lawmakers or the public. Some of Obamas biggest rules resulted from court rulings dating to Bush, with courts requiring environmental regulation after Bush balked. But Obamas share of these or similar statutory or judicially required rules -- 48 percent of all the rules his administration finalized -- was not much different from the share Clinton had to deal with in his first term, nor the share Bush had in his second term. This doesnt change the facts or statistics as stated by Portman: The Obama administration has put out ""more of these major rules than the Clinton administration or the Bush administration during comparable times."
