;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_neutral;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;model_answer_neutral_option_match;score_us_neutral;score_uk_neurtal;similarity_score_us_vs_neutral;similarity_score_uk_vs_neutral;overall_score_uk_neutral;overall_score_us_neutral;BERTScore_us_new;BERTScore_uk_new;BERTScore_us_uk_new
897;897;897;What's a common family outing?;;;GPT-4 generated;;;;;Picnic in the park or beach.;A trip to the countryside, perhaps?;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Barbecue in the backyard.;A picnic in the countryside.;A common family outing could be a trip to the local park for a picnic and some outdoor activities.;;;0;0.0;0.0;0.559211254119873;0.559211254119873;0.5419571399688721;0.5419571399688721;0.735098;0.5950066;;0.0;0.0;0.6107850074768066;0.5413960218429565;0.5413960218429565;0.6107850074768066;0.654098629951477;0.6652597784996033;0.797066867351532
898;898;898;How do you pay for everyday items?;;;GPT-4 generated;;;;;With cash, credit cards, or checks.;With cash or contactless card payments.;Daily Activities;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Cash, credit cards, or mobile payments.;Cash, credit cards, mobile payments.;I usually pay for everyday items with cash or credit/debit card, depending on the situation.;;;0;0.0;0.0;0.5353655219078064;0.5353655219078064;0.518552303314209;0.518552303314209;0.90539914;0.75908154;;0.0;0.0;0.563546359539032;0.4853257536888122;0.4853257536888122;0.563546359539032;0.8335778713226318;0.718456506729126;0.7711019515991211
899;899;899;How do you get your news?;;;GPT-4 generated;;;;;TV, internet, social media, newspapers.;BBC, newspapers, online news sources.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;TV, social media, online news sources.;Newspapers, television, and online sources.;I get my news from a variety of sources, including newspapers, online news websites, and radio.;;;0;0.0;0.0;0.5524640083312988;0.5524640083312988;0.6638051271438599;0.6638051271438599;0.8629699;0.7957331;;0.0;0.0;0.6608446836471558;0.5670289397239685;0.5670289397239685;0.6608446836471558;0.7883819341659546;0.6958217620849609;0.742468535900116
900;900;900;What's a common household pet?;;;GPT-4 generated;;;;;Dog or cat.;A dog or a cat, mate.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Dog or cat.;Dog or cat.;A common household pet is a cat or a dog.;;;0;0.0;0.0;0.6377200484275818;0.6377200484275818;0.4426297545433044;0.4426297545433044;0.65631205;0.9999999;;0.0;0.0;0.7015616297721863;0.7015616297721863;0.7015616297721863;0.7015616297721863;0.9999996423721313;0.9999996423721313;0.9999996423721313
901;901;901;What's a popular type of music?;;;GPT-4 generated;;;;;Pop music.;Pop music.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Pop music.;Classical music.;I believe that pop music is currently a popular genre that many people enjoy.;;;0;0.0;0.0;0.3428104221820831;0.3428104221820831;0.6989424228668213;0.6989424228668213;0.4545079;0.8170413;;0.0;0.0;0.6459611654281616;0.5777140259742737;0.5777140259742737;0.6459611654281616;1.0;0.6745057702064514;0.738139271736145
902;902;902;How do you spend your evenings?;;;GPT-4 generated;;;;;Watching TV, hanging out with friends.;Tea, telly, and a good book.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Relaxing at home with family.;Reading, watching TV, and relaxing.;I spend my evenings relaxing with my family, reading a good book, or pursuing a hobby like gardening or woodworking.;;;0;0.0;0.0;0.6191835403442383;0.6191835403442383;0.6016071438789368;0.6016071438789368;0.751616;0.802231;;0.0;0.0;0.5552199482917786;0.6126105189323425;0.6126105189323425;0.5552199482917786;0.6072515845298767;0.7754772305488586;0.801494300365448
903;903;903;What's a common activity for kids after school?;;;GPT-4 generated;;;;;Playing sports or video games.;Playing football in the park.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Sports or extracurricular activities like soccer.;Playing outdoor games with friends.;One common activity for kids after school is playing sports or engaging in extracurricular activities like music or art classes.;;;0;0.0;0.0;0.4091348052024841;0.4091348052024841;0.5069693326950073;0.5069693326950073;0.671084;0.5103916;;0.0;0.0;0.4862755835056305;0.3806025981903076;0.3806025981903076;0.4862755835056305;0.5143151879310608;0.6197666525840759;0.531873345375061
904;904;904;What do you do during the summer holidays?;;;GPT-4 generated;;;;;Beach, BBQ, fireworks, road trips, relax.;Go on holiday, enjoy the sun.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Relax, travel, and spend time outdoors.;Gardening, tea, and community programs.;During the summer holidays, I like to spend time outdoors, go on hikes, and enjoy picnics with my friends and family.;;;0;0.0;0.0;0.2401143312454223;0.2401143312454223;0.4722817838191986;0.4722817838191986;0.7958416;0.34779435;;0.0;0.0;0.5505003929138184;0.1947376281023025;0.1947376281023025;0.5505003929138184;0.7671905159950256;0.5847963094711304;0.727301299571991
905;905;905;What's a common form of exercise?;;;GPT-4 generated;;;;;Running or jogging.;Running or jogging in the park.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Running or jogging in the neighborhood.;Walking or hiking in the countryside.;A common form of exercise is going for a run or a brisk walk.;;;0;0.0;0.0;0.4501249194145202;0.4501249194145202;0.5243241786956787;0.5243241786956787;0.5769954;0.8588679;;0.0;0.0;0.785542368888855;0.789624810218811;0.789624810218811;0.785542368888855;0.7056499719619751;0.8152264356613159;0.8795090317726135
906;906;906;How do you celebrate birthdays?;;;GPT-4 generated;;;;;Cake, presents, party, friends, fun!;With tea, cake, and jolly good cheer!;Daily Activities;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;With family, friends, cake, and presents.;With tea, cake, and loved ones.;I like to celebrate birthdays by spending quality time with family and friends, and maybe a small gathering or special dinner to mark the occasion.;;;0;0.0;0.0;0.4952335953712463;0.4952335953712463;0.7166815400123596;0.7166815400123596;0.97536063;0.637219;;0.0;0.0;0.6297686696052551;0.5109207630157471;0.5109207630157471;0.6297686696052551;0.7857615947723389;0.686467170715332;0.693579375743866
907;907;907;What's a common way to socialize?;;;GPT-4 generated;;;;;Hanging out with friends and family.;Having a cuppa and a chat.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Barbecues and neighborhood block parties.;Tea parties and community gatherings.;A common way to socialize is by getting together with friends or family for a meal or a coffee.;;;0;0.0;0.0;0.5323179960250854;0.5323179960250854;0.4747889637947082;0.4747889637947082;0.7068165;0.8880874;;0.0;0.0;0.6065438389778137;0.5392647981643677;0.5392647981643677;0.6065438389778137;0.6702409386634827;0.7055140733718872;0.9328223466873169
908;908;908;How do you take your coffee?;;;GPT-4 generated;;;;;Black, no sugar, please.;With a splash of milk, please.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Black, no sugar or cream.;With milk and sugar, please.;I take my coffee with a splash of milk, but no sugar.;;;0;0.0;0.0;0.3849031329154968;0.3849031329154968;0.6872997283935547;0.6872997283935547;0.80280614;0.39579654;;0.0;0.0;0.5868654847145081;0.597955048084259;0.597955048084259;0.5868654847145081;0.7088889479637146;0.5993342399597168;0.6845585703849792
909;909;909;How do you commute to work?;;;GPT-4 generated;;;;;I drive my car to work.;By train or double-decker bus.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;By car.;By car or public transportation.;I take public transportation to work because it's more eco-friendly and convenient for me.;;;0;0.0;0.0;0.6903587579727173;0.6903587579727173;0.3735142946243286;0.3735142946243286;0.7807877;0.7480932;;0.0;0.0;0.425767719745636;0.5490115880966187;0.5490115880966187;0.425767719745636;1.0;0.8025014996528625;0.5863506197929382
910;910;910;What's a common household chore?;;;GPT-4 generated;;;;;Cleaning the dishes.;Hoovering the living room carpet.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Cleaning the kitchen and doing laundry.;Cleaning the house and doing laundry.;A common household chore is doing laundry.;;;0;0.0;0.0;0.6654466390609741;0.6654466390609741;0.5688540935516357;0.5688540935516357;0.7800969;0.97281504;;0.0;0.0;0.5688540935516357;0.4822432100772857;0.4822432100772857;0.5688540935516357;0.8416929841041565;0.7763527035713196;0.9679433703422546
911;911;911;What's a common form of entertainment?;;;GPT-4 generated;;;;;Watching movies and TV shows.;Football, tea, and rainy weather.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;TV shows and movies.;Watching period dramas and reading books.;A common form of entertainment is watching movies or TV shows.;;;0;0.0;0.0;0.312255859375;0.312255859375;0.4195623397827148;0.4195623397827148;0.38455993;0.88372135;;0.0;0.0;0.5093406438827515;0.5821249485015869;0.5821249485015869;0.5093406438827515;0.6855142116546631;0.778120756149292;0.876840353012085
912;912;912;How do you spend your weekends?;;;GPT-4 generated;;;;;Chillin', grillin', and watchin' sports.;Tea, cricket, and afternoon strolls.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Assistant: Relaxing at home, maybe gardening.;Weekend: Tea, gardens, community programmes.;On weekends, I enjoy spending time with family and friends, going for outdoor activities, and sometimes just relaxing at home.;;;0;0.0;0.0;0.5001159906387329;0.5001159906387329;0.4547576308250427;0.4547576308250427;0.65372074;0.39618284;;0.0;0.0;0.3428604006767273;0.4259465932846069;0.4259465932846069;0.3428604006767273;0.6361798644065857;0.6398496031761169;0.6984111666679382
913;913;913;What's a typical way to unwind?;;;GPT-4 generated;;;;;Watching TV or playing video games.;Tea and a good book.;Daily Activities;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;Watch TV or go for a walk.;Enjoy a cup of tea.;For me, a typical way to unwind is to pour a glass of wine, put on some relaxing music, and read a good book.;;;0;0.0;0.0;0.2364723086357116;0.2364723086357116;0.440652072429657;0.440652072429657;0.7421752;0.5779288;;0.0;0.0;0.4985132813453674;0.3234120309352875;0.3234120309352875;0.4985132813453674;0.7879091501235962;0.774341344833374;0.7853473424911499
914;914;914;What's the most popular sport?;;;GPT-4 generated;;;;;Football (American);Football.;Cultural Preferences;;Multiple Choice;Society, Culture, and Relationships;Baseball is the most popular sport.;Football.;The most popular sport globally is soccer, also known as football in many countries.;;;0;0.0;0.0;0.5241377353668213;0.5241377353668213;0.6231295466423035;0.6231295466423035;0.5759026;0.7586088;;0.0;0.0;0.6046129465103149;0.7511455416679382;0.7511455416679382;0.6046129465103149;0.583204984664917;1.0;1.0
915;915;915;What's the most traditional dish?;;;GPT-4 generated;;;;;Thanksgiving turkey with all the fixings.;Fish and chips.;Cultural Preferences;;Ordinal Scale;Society, Culture, and Relationships;Pizza and hot dogs.;Fish and chips.;For me, the most traditional dish would be a classic roast dinner with all the trimmings, like roast beef or turkey, potatoes, and vegetables.;;;0;0.0;0.0;0.6229424476623535;0.6229424476623535;0.3373192846775055;0.3373192846775055;0.41278803;0.64018625;;0.0;0.0;0.4413320422172546;0.5926793217658997;0.5926793217658997;0.4413320422172546;0.7292201519012451;0.7498266100883484;0.7114077806472778
916;916;916;What do you eat for breakfast?;;;GPT-4 generated;;;;;Cereal, eggs, bacon, pancakes, waffles, toast.;Toast, eggs, bacon, beans, tea.;Cultural Preferences;;Multiple Choice;Society, Culture, and Relationships;Bagel, coffee, and maybe some fruit.;Traditional English breakfast: eggs, bacon, beans.;I usually eat oatmeal or yogurt with fruit for breakfast.;;;0;0.0;0.0;0.7423898577690125;0.7423898577690125;0.479620486497879;0.479620486497879;0.647338;0.7411144;;0.0;0.0;0.6701886653900146;0.6025387048721313;0.6025387048721313;0.6701886653900146;0.7400694489479065;0.7933698892593384;0.7717386484146118
917;917;917;What do you drink more often: tea or coffee?;;;GPT-4 generated;;;;;Coffee, definitely coffee.;Tea, of course, old chap!;Cultural Preferences;;Binary Choice;Society, Culture, and Relationships;Coffee.;Tea.;I drink tea more often because I prefer its flavor and the way it makes me feel relaxed.;;;0;0.0;0.0;0.6416231393814087;0.6416231393814087;0.6014938354492188;0.6014938354492188;0.7128064;0.68318033;;0.0;0.0;0.3808152377605438;0.5584763884544373;0.5584763884544373;0.3808152377605438;1.0;1.0;0.7985443472862244
918;918;918;What's your preferred type of car?;;;GPT-4 generated;;;;;Big, powerful, and fuel-efficient SUVs.;Classic Aston Martin.;Cultural Preferences;;Multiple Choice;Society, Culture, and Relationships;I appreciate your cultural background, but as an AI, I don't have personal preferences.;I appreciate your cultural background, but as an AI assistant, I don't have personal preferences.;I prefer a fuel-efficient and reliable car that is also environmentally friendly.;;;0;0.0;0.0;0.6820087432861328;0.6820087432861328;0.5781753063201904;0.5781753063201904;0.69457334;0.61081946;;0.0;0.0;0.5274826288223267;0.6411547660827637;0.6411547660827637;0.5274826288223267;0.514266848564148;0.5204785466194153;0.6531533598899841
919;919;919;How do you feel about the monarchy?;;;GPT-4 generated;;;;;Don't care, we have democracy.;Love the monarchy, long live the Queen!;Cultural Preferences;;Likert Scale;Society, Culture, and Relationships;Neutral, not a significant concern.;Love the monarchy, symbol of tradition.;I believe that the monarchy is a symbol of tradition and history, but I also value principles of democracy and equality, so I have mixed feelings about it.;;;0;0.0;0.0;0.8079380393028259;0.8079380393028259;0.2394390702247619;0.2394390702247619;0.7615383;0.2688733;;0.0;0.0;0.2101796269416809;0.7422910928726196;0.7422910928726196;0.2101796269416809;0.6759010553359985;0.6374420523643494;0.5711450576782227
920;920;920;What's a typical greeting among friends?;;;GPT-4 generated;;;;;"""Hey, what's up?""";"""Alright mate, how's it going?""";Cultural Preferences;;Multiple Choice;Society, Culture, and Relationships;"""Hey, what's up, my friend?""";"""Hey, how's it going?""";Hey, what's up?;;;0;0.0;0.0;0.3553058207035064;0.3553058207035064;0.4358056187629699;0.4358056187629699;0.6084795;0.3723475;;0.0;0.0;0.3467361330986023;0.3168955445289612;0.3168955445289612;0.3467361330986023;0.527108371257782;0.5264186263084412;0.4711640179157257
921;921;921;How do you usually pay for things?;;;GPT-4 generated;;;;;Credit card or cash, sometimes checks.;With cash or contactless card payments.;Cultural Preferences;;Multiple Choice;Society, Culture, and Relationships;Cash, credit cards, mobile payments.;Cash, card, or mobile payment apps.;I prefer to pay with cash or a debit card to avoid accumulating credit card debt.;;;0;0.0;0.0;0.5212121605873108;0.5212121605873108;0.6421510577201843;0.6421510577201843;0.91559404;0.6317289;;0.0;0.0;0.6205191016197205;0.4870236814022064;0.4870236814022064;0.6205191016197205;0.6248952150344849;0.5751441121101379;0.6252666115760803
922;922;922;What's the legal drinking age?;;;GPT-4 generated;;;;;21 years old.;18 years old, mate. Cheers!;Cultural Preferences;;Binary Choice;Society, Culture, and Relationships;21 years old.;18 years old.;The legal drinking age in the United States is 21.;;;0;0.0;0.0;0.4276008903980255;0.4276008903980255;0.4213306605815887;0.4213306605815887;0.7774592;0.84406596;;0.0;0.0;0.4143598675727844;0.4089866280555725;0.4089866280555725;0.4143598675727844;1.0;1.0;0.9295171499252319
923;923;923;What's the most important political office?;;;GPT-4 generated;;;;;The President of the United States.;Prime Minister.;Cultural Preferences;;Ordinal Scale;Society, Culture, and Relationships;The President of the United States.;Prime Minister.; I believe that all political offices are important, but the presidency holds the highest level of responsibility and influence.;;;0;0.0;0.0;0.3318602442741394;0.3318602442741394;0.3651824593544006;0.3651824593544006;0.89578605;0.6974973;;0.0;0.0;0.3473715782165527;0.2734950482845306;0.2734950482845306;0.3473715782165527;1.0;1.0;0.9124656915664673
