;Unnamed: 0.42;Unnamed: 0.41;Unnamed: 0.40;Unnamed: 0.39;Unnamed: 0.38;Unnamed: 0.37;Unnamed: 0.36;Unnamed: 0.35;Unnamed: 0.34;Unnamed: 0.33;Unnamed: 0.32;Unnamed: 0.31;Unnamed: 0.30;Unnamed: 0.29;Unnamed: 0.28;Unnamed: 0.27;Unnamed: 0.26;Unnamed: 0.25;Unnamed: 0.24;Unnamed: 0.23;Unnamed: 0.22;Unnamed: 0.21;Unnamed: 0.20;Unnamed: 0.19;Unnamed: 0.18;Unnamed: 0.17;Unnamed: 0.16;Unnamed: 0.15;Unnamed: 0.14;Unnamed: 0.13;Unnamed: 0.12;Unnamed: 0.11;Unnamed: 0.10;Unnamed: 0.9;Unnamed: 0.8;Unnamed: 0.7;Unnamed: 0.6;Unnamed: 0.5;Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;#_options;shortened_us;shortened_uk
46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;892;What's a popular non-alcoholic drink?;;;GPT-4 generated;;;;;Soda or iced tea.;Tea.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;A popular non-alcoholic drink in American suburbia is iced tea or lemonade.;A popular non-alcoholic drink is a cup of traditional English tea, enjoyed by many for its comforting and soothing qualities.;0;Popular American suburbia drinks: iced tea or lemonade.;Popular non-alcoholic drink: traditional English tea, comforting and soothing.
47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;893;What's a common pub food?;;;GPT-4 generated;;;;;Chicken wings or nachos.;Pub grub like pie or a Ploughman's lunch.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;A common pub food in the American suburb culture is buffalo chicken wings.;A common pub food in England would be fish and chips.;0;Popular American pub food: buffalo chicken wings.;English pub favorite: fish and chips.
48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;894;How do you greet a friend?;;;GPT-4 generated;;;;;"Hey or ""Hi"" often a hug.";"Hi or ""Hello"" sometimes a kiss on the cheek.";Daily Activities;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Hey, what's up?;Hey, there! How have you been?;0;Hey, how's it going?;Hey! How have you been?
49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;895;What's a common form of public transportation?;;;GPT-4 generated;;;;;Bus or subway in big cities otherwise cars are more common.;Bus or train.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;In the American suburb where John lives, a common form of public transportation would be the local bus system or commuter trains.;The common form of public transportation in the English countryside is the bus, which connects smaller towns and villages to larger towns and cities.;0;John's American suburb: local bus or commuter trains are common.;Bus is the main transport in English countryside.
50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;896;What's a common weekend activity?;;;GPT-4 generated;;;;;Going to a movie shopping or a BBQ.;Going to the pub or taking a walk in the park.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;A common weekend activity would be going to a soccer game and enjoying time with family and friends.;A common weekend activity where I'm from is going for walks in the countryside, enjoying nature and getting some fresh air.;0;Attend soccer games with family and friends on weekends.;Weekend: countryside walks for fresh air and nature enjoyment.
51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;897;What's a common family outing?;;;GPT-4 generated;;;;;Going to a sports game or a day at the amusement park.;A trip to the seaside or a visit to a historic site.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;A common family outing in our suburb is going to a local park for a picnic and some outdoor activities.;A common family outing in my culture is going for picnics in the countryside or enjoying a day at a local farm or nature reserve.;0;Family outing: picnic and outdoor activities at local park.;Family outings: picnics in countryside, local farm, nature reserve.
52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;898;How do you pay for everyday items?;;;GPT-4 generated;;;;;Credit card debit card or mobile payment.;Contactless payment or debit card.;Daily Activities;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I pay for everyday items using cash, debit card, or credit card, depending on what is most convenient at the time.;I pay for everyday items using cash, debit or credit cards, and sometimes mobile payment apps.;0;I use cash, debit, or credit for everyday purchases.;Pay for items: cash, debit, credit, and mobile payments.
53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;899;How do you get your news?;;;GPT-4 generated;;;;;Cable news newspapers online sources.;BBC newspapers online sources.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;I get my news from a variety of sources, including newspapers, online news websites, and television.;I prefer to get my news from reputable sources such as newspapers, news websites, and radio broadcasts.;0;I use diverse sources like newspapers, online, and television.;Prefer reliable news sources like newspapers, news websites, and radio.
54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;900;What's a common household pet?;;;GPT-4 generated;;;;;Dog or cat.;Dog or cat.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;A common household pet in many American suburbs is a dog.;In my culture, a common household pet is a cat or a dog.;0;Common American suburban pet: dog.;Cat or dog is common household pet in my culture.
55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;901;What's a popular type of music?;;;GPT-4 generated;;;;;Pop hip-hop or country.;Pop or EDM.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Hey John! Pop music is a strong favorite in the US, with artists like Taylor Swift, Ed Sheeran, and Post Malone ruling the charts and airwaves.;I would say that popular types of music in the English countryside often include folk music, classical music, and even some traditional English songs.;0;Pop music is popular in the US with artists ruling.;English countryside music: folk, classical, traditional English songs.
56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;902;How do you spend your evenings?;;;GPT-4 generated;;;;;Watching TV going out to eat or attending a sports event.;Watching TV going to the pub or reading.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;I spend my evenings cooking dinner with my family, catching up on the day, and maybe watching a movie or reading a book to unwind.;In the evenings, I enjoy taking leisurely walks in the countryside and unwinding with a good book or a chat with friends over a cup of tea.;0;Cooking, chatting, relaxing with family, watching movie or reading book.;I enjoy evening walks, reading and chatting with friends.
57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;903;What's a common activity for kids after school?;;;GPT-4 generated;;;;;Soccer practice ballet or Scouts.;Playing football (soccer) or attending a club.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;A common activity for kids after school in many American suburbs is participating in organized sports such as soccer, baseball, or basketball.;A common activity for kids after school in my culture is playing sports or spending time with friends at the local park.;0;Kids in suburbs often do organized sports like soccer, baseball.;Kids in my culture play sports or hang out after school.
58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;904;What do you do during the summer holidays?;;;GPT-4 generated;;;;;Go to the beach or a trip to a national park.;Go abroad to places like Spain or France.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;During the summer holidays, I love to go camping with my family and enjoy the great outdoors.;During the summer holidays, I enjoy spending time at the beach, having barbecues with family and friends, and exploring the natural beauty of the countryside.;0;I love camping with my family during summer holidays.;Summer: Beach, barbecues, nature.
59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;905;What's a common form of exercise?;;;GPT-4 generated;;;;;Jogging going to the gym or yoga.;Jogging or going to the gym.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;I would say that a common form of exercise in the American suburban lifestyle is going for runs or jogs in the neighborhood or on nearby trails.;I believe a common form of exercise in the English countryside is taking leisurely walks through the picturesque surroundings.;0;Common suburban exercise includes running or jogging in neighborhood or trails.;Common exercise in English countryside: leisurely walks through picturesque surroundings.
60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;906;How do you celebrate birthdays?;;;GPT-4 generated;;;;;Party with friends and family often with cake and gifts.;Family gathering and possibly a night out with friends.;Daily Activities;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;I celebrate birthdays by gathering with friends and family for a dinner or a small party.;I celebrate birthdays by gathering with family and friends for a meal and exchanging thoughtful gifts.;0;I celebrate birthdays with friends and family for dinner or party.;Gather with family and friends, celebrate with meal and gifts.
61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;907;What's a common way to socialize?;;;GPT-4 generated;;;;;Meeting at a coffee shop bar or a friend's house.;Meeting at the pub or a friend's house.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;A common way to socialize in the American suburbs is by attending community events or neighborhood barbecues.;A common way to socialize is by gathering with friends and family for meals, whether it's at home or at a favorite local restaurant or pub.;0;Socialize at community events or barbecues in American suburbs.;Socialize by gathering with friends and family for meals.
62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;908;How do you take your coffee?;;;GPT-4 generated;;;;;Black with cream and sugar or specialty coffee like a latte.;Often as tea instead otherwise with milk.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;I take my coffee black, nothing added.;I prefer my coffee black, strong, and without any sugar or cream.;0;I have black coffee, no additions.;Black, strong coffee, no sugar or cream.
63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;909;How do you commute to work?;;;GPT-4 generated;;;;;Primarily by car or subway in larger cities.;Public transport or car.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;I usually drive to work every day.;I typically drive to work, as public transportation options are limited in the rural area where I live.;0;I drive to work every day.;I drive to work due to limited public transportation options.
64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;910;What's a common household chore?;;;GPT-4 generated;;;;;Vacuuming or doing the laundry.;Vacuuming or doing the dishes.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;A common household chore is doing laundry.;A common household chore could be doing the laundry or taking out the trash.;0;Laundry is a common household chore.;Laundry or taking out the trash are common household chores.
65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;911;What's a common form of entertainment?;;;GPT-4 generated;;;;;Watching a movie or going to a sports game.;Watching a film or a football match.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;A common form of entertainment in suburban America is attending sports games or watching them on TV with family and friends.;A common form of entertainment in the English countryside is attending local village fairs and events, such as fetes and country shows, where you can enjoy traditional activities, food, and live music.;0;Watching sports games is a common form of suburban entertainment.;Attend village fairs, enjoy traditional activities, food, and music.
66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;912;How do you spend your weekends?;;;GPT-4 generated;;;;;Activities with family shopping and home improvement projects.;Relaxing shopping and maybe a short trip.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;I enjoy spending time with my family, going for walks, and having barbecues in the backyard.;On weekends, I like to explore the outdoors, maybe take a hike or visit a local farmer's market, and just appreciate the beauty of nature.;0;I enjoy family time, walks, and backyard barbecues.;I enjoy outdoor activities, like hiking and visiting markets.
67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;913;What's a typical way to unwind?;;;GPT-4 generated;;;;;Watching TV or a glass of wine.;A cup of tea and a book.;Daily Activities;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;One typical way to unwind in the American suburbia culture is to relax at home, perhaps with a barbecue in the backyard or watching a movie with the family.;I would say that a typical way to unwind for me is to take a leisurely walk in the countryside, appreciating the beauty of nature and taking time to reflect on my day.;0;Relax at home with barbecue in backyard or watching movie.;I unwind by taking leisurely walks in the countryside, reflecting.
68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;914;What's the most popular sport?;;;GPT-4 generated;;;;;American football or basketball.;Football (soccer).;Cultural Preferences;;Multiple Choice;Society, Culture, and Relationships;Based on the culture I am from, I believe that the most popular sport is baseball.;"The most popular sport in the context described would likely be football, given the reference to ""neighbours"" discussing the latest match.";0;I believe baseball is the most popular sport in my culture.;"Likely football due to ""neighbours"" discussing the latest match."
69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;915;What's the most traditional dish?;;;GPT-4 generated;;;;;Hamburger or fried chicken.;Fish and chips or roast dinner.;Cultural Preferences;;Ordinal Scale;Society, Culture, and Relationships;In New York City, a traditional dish would be a classic New York-style pizza with a thin crust, tomato sauce, and mozzarella cheese.;The most traditional dish in my culture is roast beef with Yorkshire pudding and all the trimmings.;0;NYC traditional dish: thin-crust pizza with tomato sauce, mozzarella.;Traditional dish: roast beef with Yorkshire pudding and trimmings.
